timestamp,variable1,variable2,variable3,variable4,variable5,variable6,variable7
0,0,1,0,1,0,1,1
1,1,1,0,1,0,1,1
2,1,1,0,1,0,1,1
3,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1
26,1,1,1,1,1,1,1
27,1,1,1,1,1,1,1
28,0,1,0,1,1,1,1
29,0,1,0,1,0,1,0
30,0,1,0,1,0,1,0
31,0,1,0,1,0,0,0
32,0,0,0,1,0,0,0
33,0,0,0,1,0,0,0
34,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
41,0,0,1,0,0,0,0
42,0,0,1,0,0,0,0
43,0,0,1,0,0,0,0
44,0,0,1,0,0,0,0
45,0,0,1,0,0,0,0
46,0,0,1,0,1,0,0
47,0,0,1,0,1,0,1
48,1,1,1,0,1,1,1
49,1,1,1,0,1,1,1
50,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1
54,1,1,1,1,1,1,1
55,1,1,1,1,1,1,1
56,1,1,1,1,1,1,1
57,1,1,1,1,1,1,1
58,1,1,1,1,1,1,1
59,1,1,1,1,1,1,1
60,1,1,1,1,1,1,1
61,1,1,1,1,1,1,1
62,1,1,0,1,1,1,1
63,1,1,0,1,1,1,1
64,1,1,0,1,0,1,0
65,0,1,0,1,0,0,0
