Time,label
1731073243.77,False
1731073244.27,False
1731073244.77,False
1731073245.27,False
1731073245.77,False
1731073246.27,False
1731073246.77,False
1731073247.27,False
1731073247.77,False
1731073248.27,False
1731073248.77,False
1731073249.27,False
1731073249.77,False
1731073250.27,False
1731073250.77,False
1731073251.27,False
1731073251.77,False
1731073252.27,False
1731073252.77,False
1731073253.27,False
1731073253.77,False
1731073254.27,False
1731073254.77,False
1731073255.27,False
1731073255.77,False
1731073256.27,False
1731073256.77,False
1731073257.27,False
1731073257.77,False
1731073258.27,False
1731073258.77,False
1731073259.27,False
1731073259.77,False
1731073260.27,False
1731073260.77,False
1731073261.27,False
1731073261.77,False
1731073262.27,False
1731073262.77,False
1731073263.27,False
1731073263.77,False
1731073264.27,False
1731073264.77,False
1731073265.27,False
1731073265.77,False
1731073266.27,False
1731073266.77,False
1731073267.27,False
1731073267.77,False
1731073268.27,False
1731073268.77,False
1731073269.27,False
1731073269.77,False
1731073270.27,False
1731073270.77,False
1731073271.27,False
1731073271.77,False
1731073272.27,False
1731073272.77,False
1731073273.27,False
1731073273.77,False
1731073274.27,False
1731073274.77,False
1731073275.27,False
1731073275.77,False
1731073276.27,False
1731073276.77,False
1731073277.27,False
1731073277.77,False
1731073278.27,False
1731073278.77,False
1731073279.27,False
1731073279.77,False
1731073280.27,False
1731073280.77,False
1731073281.27,False
1731073281.77,False
1731073282.27,False
1731073282.77,False
1731073283.27,False
1731073283.77,False
1731073284.27,False
1731073284.77,False
1731073285.27,False
1731073285.77,False
1731073286.27,False
1731073286.77,False
1731073287.27,False
1731073287.77,False
1731073288.27,False
1731073288.77,False
1731073289.27,False
1731073289.77,False
1731073290.27,False
1731073290.77,False
1731073291.27,False
1731073291.77,False
1731073292.27,False
1731073292.77,False
1731073293.27,False
1731073293.77,False
1731073294.27,False
1731073294.77,False
1731073295.27,False
1731073295.77,False
1731073296.27,False
1731073296.77,False
1731073297.27,False
1731073297.77,False
1731073298.27,False
1731073298.77,False
1731073299.27,False
1731073299.77,False
1731073300.27,False
1731073300.77,False
1731073301.27,False
1731073301.77,False
1731073302.27,False
1731073302.77,False
1731073303.27,False
1731073303.77,False
1731073304.27,False
1731073304.77,False
