Time,label
1731073243.77,0
1731073244.27,0
1731073244.77,0
1731073245.27,0
1731073245.77,0
1731073246.27,0
1731073246.77,0
1731073247.27,0
1731073247.77,0
1731073248.27,0
1731073248.77,0
1731073249.27,0
1731073249.77,0
1731073250.27,0
1731073250.77,0
1731073251.27,0
1731073251.77,0
1731073252.27,0
1731073252.77,0
1731073253.27,0
1731073253.77,0
1731073254.27,0
1731073254.77,0
1731073255.27,0
1731073255.77,0
1731073256.27,0
1731073256.77,0
1731073257.27,0
1731073257.77,0
1731073258.27,0
1731073258.77,0
1731073259.27,0
1731073259.77,0
1731073260.27,0
1731073260.77,0
1731073261.27,0
1731073261.77,0
1731073262.27,0
1731073262.77,1
1731073263.27,0
1731073263.77,0
1731073264.27,0
1731073264.77,0
1731073265.27,0
1731073265.77,0
1731073266.27,0
1731073266.77,0
1731073267.27,0
1731073267.77,0
1731073268.27,0
1731073268.77,0
1731073269.27,0
1731073269.77,0
1731073270.27,0
1731073270.77,0
1731073271.27,0
1731073271.77,0
1731073272.27,0
1731073272.77,0
1731073273.27,0
1731073273.77,0
1731073274.27,0
1731073274.77,0
1731073275.27,0
1731073275.77,0
1731073276.27,0
1731073276.77,0
1731073277.27,0
1731073277.77,0
1731073278.27,0
1731073278.77,0
1731073279.27,0
1731073279.77,0
1731073280.27,0
1731073280.77,0
1731073281.27,0
1731073281.77,0
1731073282.27,0
1731073282.77,0
1731073283.27,0
1731073283.77,0
1731073284.27,0
1731073284.77,0
1731073285.27,0
1731073285.77,0
1731073286.27,1
1731073286.77,0
1731073287.27,0
1731073287.77,0
1731073288.27,0
1731073288.77,0
1731073289.27,0
1731073289.77,0
1731073290.27,0
1731073290.77,0
1731073291.27,0
1731073291.77,0
1731073292.27,0
1731073292.77,0
1731073293.27,0
1731073293.77,0
1731073294.27,0
1731073294.77,0
1731073295.27,0
1731073295.77,0
1731073296.27,0
1731073296.77,0
1731073297.27,0
1731073297.77,0
1731073298.27,0
1731073298.77,0
1731073299.27,0
1731073299.77,0
1731073300.27,0
1731073300.77,0
1731073301.27,0
1731073301.77,0
1731073302.27,0
1731073302.77,0
1731073303.27,0
1731073303.77,0
1731073304.27,0
1731073304.77,0
1731073305.27,0
1731073305.77,0
1731073306.27,0
1731073306.77,0
1731073307.27,0
1731073307.77,0
1731073308.27,0
1731073308.77,0
1731073309.27,0
1731073309.77,0
1731073310.27,0
1731073310.77,0
1731073311.27,0
1731073311.77,0
1731073312.27,0
1731073312.77,0
1731073313.27,0
1731073313.77,0
1731073314.27,0
1731073314.77,0
1731073315.27,0
1731073315.77,0
1731073316.27,0
1731073316.77,0
1731073317.27,0
1731073317.77,0
1731073318.27,0
1731073318.77,0
1731073319.27,0
1731073319.77,0
1731073320.27,0
1731073320.77,0
1731073321.27,0
1731073321.77,0
1731073322.27,0
1731073322.77,0
1731073323.27,0
1731073323.77,0
1731073324.27,0
1731073324.77,0
1731073325.27,0
1731073325.77,0
1731073326.27,0
1731073326.77,0
1731073327.27,0
1731073327.77,0
1731073328.27,0
1731073328.77,0
1731073329.27,0
1731073329.77,0
1731073330.27,0
1731073330.77,1
1731073331.27,0
1731073331.77,0
1731073332.27,0
1731073332.77,0
1731073333.27,0
1731073333.77,0
1731073334.27,0
1731073334.77,0
1731073335.27,0
1731073335.77,0
1731073336.27,0
1731073336.77,0
1731073337.27,0
1731073337.77,0
1731073338.27,0
1731073338.77,0
1731073339.27,0
1731073339.77,0
1731073340.27,0
1731073340.77,0
1731073341.27,0
1731073341.77,0
1731073342.27,0
1731073342.77,0
1731073343.27,0
1731073343.77,0
1731073344.27,0
1731073344.77,0
1731073345.27,0
1731073345.77,0
1731073346.27,0
1731073346.77,0
1731073347.27,0
1731073347.77,0
1731073348.27,0
1731073348.77,0
1731073349.27,0
1731073349.77,0
1731073350.27,0
1731073350.77,0
1731073351.27,0
1731073351.77,0
1731073352.27,0
1731073352.77,0
1731073353.27,0
1731073353.77,0
1731073354.27,0
1731073354.77,0
1731073355.27,0
1731073355.77,0
1731073356.27,0
1731073356.77,0
1731073357.27,0
1731073357.77,0
1731073358.27,0
1731073358.77,0
1731073359.27,0
1731073359.77,0
1731073360.27,0
1731073360.77,0
1731073361.27,0
1731073361.77,0
1731073362.27,0
1731073362.77,0
1731073363.27,0
1731073363.77,0
1731073364.27,0
1731073364.77,0
1731073365.27,0
1731073365.77,0
1731073366.27,0
1731073366.77,0
1731073367.27,0
1731073367.77,0
1731073368.27,0
1731073368.77,0
1731073369.27,1
1731073369.77,0
1731073370.27,0
1731073370.77,0
1731073371.27,0
1731073371.77,0
1731073372.27,0
1731073372.77,0
1731073373.27,0
1731073373.77,0
1731073374.27,0
1731073374.77,0
1731073375.27,0
1731073375.77,0
1731073376.27,0
1731073376.77,0
1731073377.27,0
1731073377.77,0
1731073378.27,0
1731073378.77,0
1731073379.27,0
1731073379.77,0
1731073380.27,0
1731073380.77,0
1731073381.27,0
1731073381.77,0
1731073382.27,0
1731073382.77,0
1731073383.27,0
1731073383.77,0
1731073384.27,0
1731073384.77,0
1731073385.27,0
1731073385.77,0
1731073386.27,0
1731073386.77,0
1731073387.27,0
1731073387.77,0
1731073388.27,0
1731073388.77,0
1731073389.27,0
1731073389.77,0
1731073390.27,0
1731073390.77,0
1731073391.27,0
1731073391.77,0
1731073392.27,0
1731073392.77,0
1731073393.27,0
1731073393.77,0
1731073394.27,0
1731073394.77,0
1731073395.27,0
1731073395.77,0
1731073396.27,0
1731073396.77,0
1731073397.27,0
1731073397.77,0
1731073398.27,0
1731073398.77,0
1731073399.27,0
1731073399.77,0
1731073400.27,0
1731073400.77,0
1731073401.27,0
1731073401.77,0
1731073402.27,0
1731073402.77,0
1731073403.27,0
1731073403.77,0
1731073404.27,0
1731073404.77,0
1731073405.27,0
1731073405.77,0
1731073406.27,0
1731073406.77,0
1731073407.27,0
1731073407.77,0
1731073408.27,0
1731073408.77,0
1731073409.27,0
1731073409.77,0
1731073410.27,0
1731073410.77,0
1731073411.27,1
1731073411.77,0
1731073412.27,0
1731073412.77,0
1731073413.27,0
1731073413.77,0
1731073414.27,0
1731073414.77,0
1731073415.27,0
1731073415.77,0
